cinnamon_waffle_<ice-cream> cinnamon_waffle_ice-cream NN I
citric_<acid> citric_acid NN I
citrus_<fruit> citrus_fruit NN I
clam_<broth> clam_broth NN I
clam_<juice> clam_juice NN I
clam_<liquor> clam_liquor NN I
clarified_<butter> clarified_butter NN I
clotted_<cream> clotted_cream NN I
cloud_ear_<fungus> cloud_ear_fungus NN I
clover_<honey> clover_honey NN I
club_<soda> club_soda NN I
cluster_<fig> cluster_fig NN I
cocky_<apple> cocky_apple NN I
coco_<plum> coco_plum NN I
cocoa_<butter> cocoa_butter NN I
cocoa_<mix> cocoa_mix NN I
cocoa_<powder> cocoa_powder NN I
coconut_<crab> coconut_crab NN I
coconut_<cream> coconut_cream NN I
coconut_<flesh> coconut_flesh NN I
coconut_<ice-cream> coconut_ice-cream NN I
coconut_<meat> coconut_meat NN I
coconut_<milk> coconut_milk NN I
coconut_<oil> coconut_oil NN I
coconut_<rum> coconut_rum NN I
coconut_<water> coconut_water NN I
codfish_<fillet> codfish_fillet NN I
coffee_<cream> coffee_cream NN I
coffee_<grinder> coffee_grinder NN I
coffee_<ice-cream> coffee_ice-cream NN I
coffee_<liqueur> coffee_liqueur NN I
coffee_<pot> coffee_pot NN I
coffeecup_<saucer> coffeecup_saucer NN I
coho_<salmon> coho_salmon NN I
cola_<nut> cola_nut NN I
colby_<cheese> colby_cheese NN I
cold_<water> cold_water NN I
collard_<green> collard_green NN I
comb_tooth_<mushroom> comb_tooth_mushroom NN I
comice_<pear> comice_pear NN I
common_<apple-berry> common_apple-berry NN I
common_<bean> common_bean NN I
common_<cockle> common_cockle NN I
common_<dab> common_dab NN I
common_<ling> common_ling NN I
common_<mallow> common_mallow NN I
common_<periwinkle> common_periwinkle NN I
common_<pheasant> common_pheasant NN I
common_<puffball> common_puffball NN I
common_<sole> common_sole NN I
common_<whelk> common_whelk NN I
compound_<chocolate> compound_chocolate NN I
concentrated_apple_<juice> concentrated_apple_juice NN I
concentrated_orange_<juice> concentrated_orange_juice NN I
condensed_<milk> condensed_milk NN I
confectioner's_<sugar> confectioner's_sugar NN I
continental_<lentil> continental_lentil NN I
cookie_<cutter> cookie_cutter NN I
cookie_<dough> cookie_dough NN I
cookie_dough_<ice-cream> cookie_dough_ice-cream NN I
cookie_<sheet> cookie_sheet NN I
cookies_and_cream_ice_<cream> cookies_and_cream_ice_cream NN I
cookies_and_cream_<ice-cream> cookies_and_cream_ice-cream NN I
cooking_<bag> cooking_bag NN I
cooking_<oil> cooking_oil NN I
cooking_<pot> cooking_pot NN I
cooking_<spoon> cooking_spoon NN I
